OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
4339,S0814,Arrache 4013 (CAISO),0,Not Available,Los Angeles,1.5,Unit 1,SUN,12/8/2023 12:00:00 AM,0,-118.061984986,34.6470805800001
4340,S0739,Sanborn Solar 2 (CAISO),0,Not Available,Kern,132,Unit 1,SUN,12/16/2022 12:00:00 AM,0,-118.102348172,34.9641965280001
4341,S0823,Sanborn Solar 2 Edwards 5 (Hybrid) (CAISO),0,Not Available,Kern,116,Unit 1,SUN,11/17/2023 12:00:00 AM,0,-118.089258643,34.964374374
4342,S0776,EdSan 2 Edwards 1A (Hybrid) (CAISO),0,Not Available,Kern,166,Unit 1,SUN,8/27/2022 12:00:00 AM,0,-118.116700414,34.964160959
4343,S0777,EdSan 2 Edwards 3 (Hybrid) (CAISO),0,Not Available,Kern,24,Unit 1,SUN,12/30/2021 12:00:00 AM,0,-118.124792447,34.962809324
4344,S0778,EdSan 2 (Hybrid) (CAISO),0,Not Available,Kern,151,Unit 1,SUN,4/2/2022 12:00:00 AM,0,-118.089462588,34.9734858580001
4345,S0751,Edsan 2 Edwards Sanborn E1B (CAISO),0,Not Available,Kern,166,Unit 1,SUN,11/20/2022 12:00:00 AM,0,-118.133938038,35.0271031880001
4346,S0752,EdSan 2 Sanborn 3 (CAISO),0,Not Available,Kern,42,Unit 1,SUN,4/13/2022 12:00:00 AM,0,-118.132988234,35.022829067
4347,S0753,Sanborn Solar 2 Edwards Sanborn S4 (CAISO),0,Not Available,Kern,36,Unit 1,SUN,10/31/2022 12:00:00 AM,0,-118.126678817,35.0177408270001
4348,S0782,EdSan 1 Edwards 1 (Hybrid) (CAISO),0,Not Available,Kern,51,Unit 1,SUN,4/13/2022 12:00:00 AM,0,-118.121929794,35.0140094500001
4349,S0737,Antelope Solar 1B (CAISO) (duplicate of S0729),0,Not Available,Los Angeles,17,Unit 1,SUN,11/23/2022 12:00:00 AM,0,-118.169492794,34.6691263540001
4350,S0809,Horn (CAISO),0,Not Available,Los Angeles,1.5,Unit 1,SUN,8/22/2023 12:00:00 AM,0,-118.274712694,34.7223515470001
4351,S0822,Willy 9 Chap (Hybrid) (CAISO),0,Not Available,Kern,174,Unit 1,SUN,3/8/2023 12:00:00 AM,0,-118.330391212,34.865266994
4352,S0746,Rosamond West Solar Clean (CAISO),0,Not Available,Kern,40,Unit 1,SUN,12/21/2020 12:00:00 AM,0,-118.384686502,34.851525005
4353,S0747,Rosamond West Solar East Bay 3 (CAISO),0,Not Available,Kern,56,Unit 1,SUN,12/21/2020 12:00:00 AM,0,-118.384075914,34.8413485250001
4354,S0748,Rosamond West Solar East Bay 4 (CAISO),0,Not Available,Kern,56,Unit 1,SUN,12/21/2020 12:00:00 AM,0,-118.374577865,34.8592591290001
4355,S0749,Rosamond West Solar Palo Alto (CAISO),0,Not Available,Kern,26,Unit 1,SUN,12/21/2020 12:00:00 AM,0,-118.374510023,34.8463689210001
4356,S0750,Rosamond West Solar Rosie X (CAISO),0,Not Available,Kern,13.6,Unit 1,SUN,12/21/2020 12:00:00 AM,0,-118.365690407,34.8525426520001
4357,H0628,Clover Creek (CAISO),0,Not Available,Shasta,1,Unit 1,WAT,5/6/2016 12:00:00 AM,0,-122.042539508,40.6846443520001
4358,H0629,Mill & Sulphur Creek Hydro (CAISO),0,Not Available,Humboldt,1,Unit 1,WAT,2/23/1988 12:00:00 AM,0,-123.607081503,40.4923376460001
4359,H0630,Vecino Vineyards LLC (CAISO),0,Not Available,Mendocino,1.3,Unit 1,SUN,3/27/1990 12:00:00 AM,0,-123.112991307,39.321921896
4360,S0740,High 5 Solar (CAISO) (duplicate of S0725),0,,San Bernardino,100,Unit 1,SUN,8/9/2021 12:00:00 AM,0,-117.323620853,34.511654999
4361,S0743,Kramer Junction 9 (CAISO) (duplicate of S0073),0,,San Bernardino,92,Unit 1,SUN,4/23/2021 12:00:00 AM,0,-117.317265746,35.0060699750001
4362,S0755,Windhub Solar A (CAISO),0,Not Available,Kern,20,Unit 1,SUN,12/18/2019 12:00:00 AM,0,-118.172865591,35.0233124220001
4363,S0756,Sun Streams Solar 2 (duplicate of S0730),0,,Maricopa,150,Unit 1,SUN,6/25/2021 12:00:00 AM,0,-118.220699743,33.820988766
4364,S0761,Lancaster Psomas PV (CAISO) (duplicate of S9233 and S9234),0,,Los Angeles,3,Unit 1,SUN,7/25/2022 12:00:00 AM,0,-118.144524628,34.6975418540001
4365,S0764,Antelope Valley Solar (CAISO),0,Not Available,Los Angeles,3,Unit 1,SUN,2/4/2019 12:00:00 AM,0,-118.144507301,34.697415613
4366,S0759,Caliente Solar 2 (CAISO),0,Not Available,Riverside,1,Unit 1,SUN,5/18/2018 12:00:00 AM,0,-116.510109426,33.9614321010001
4367,S0765,Hazel A (CAISO),0,Not Available,Kern,3,Unit 1,SUN,11/11/2019 12:00:00 AM,0,-117.960123568,35.1284158340001
4368,S0769,Winter Wheat Solar Farm (CAISO),0,Not Available,Fresno,1.5,Unit 1,SUN,5/11/2019 12:00:00 AM,0,-120.189194119,36.6073638940001
4369,S0780,Rabbitbrush Solar 1 (Hybrid) (CAISO),0,Not Available,Kern,60,Unit 1,SUN,10/18/2022 12:00:00 AM,0,-118.193283859,34.8638676950001
4370,S0781,Rabbitbrush Solar 2 (Hybrid) (CAISO),0,Not Available,Kern,40,Unit 1,SUN,10/18/2022 12:00:00 AM,0,-118.192764878,34.8638532790001
4371,S0783,EdSan 2 Sanborn 3 (Hybrid) (Duplicate of S0752),0,,Kern,42,Unit 1,SUN,4/13/2022 12:00:00 AM,0,-118.180979737,35.0231178010001
4372,S0784,SLATE_2 (Hybrid) (CAISO) (Duplicate of S0724),0,,Kings,93,Unit 1,SUN,3/15/2022 12:00:00 AM,0,-119.957421647,36.1818530240001
4373,S0785,SLATE_3 (Hybrid) (CAISO) (Duplicate of S0724),0,,Kings,67.5,Unit 1,SUN,3/15/2022 12:00:00 AM,0,-119.957615719,36.1820302450001
4374,S0786,SLATE_4 (Hybrid) (CAISO) (Duplicate of S0724),0,,Kings,63,Unit 1,SUN,3/15/2022 12:00:00 AM,0,-119.957431374,36.1818597010001
4375,S0787,Slate 5 (Hybrid) (CAISO) (Duplicate of S0724),0,,Kings,26,Unit 1,SUN,3/15/2022 12:00:00 AM,0,-119.957227576,36.1816758030001
4376,S0808,Chestnut Westside PV (Casatanea),0,CIM Group,Kings,150,Unit 1,SUN,12/14/2023 12:00:00 AM,0,-119.783603143,36.3033549210001
4377,S0811,Westlands Almond (CAISO),0,Not Available,Kings,20,Unit 1,SUN,9/26/2023 12:00:00 AM,0,-119.783542382,36.3031176640001
4378,S0818,Westlands Solar Blue,0,CIM Group,Kings,250,Unit 1,SUN,12/13/2023 12:00:00 AM,0,-119.783478728,36.3029122350001
4379,G0178,Downieville,1,Pacific Gas & Electric (PG&E),Sierra,0,1,NG,1/1/2000 12:00:00 AM,0,-120.828004998,39.5604005170001
4380,S0757,Antelope Solar 3B (CAISO) (duplicate of S0717),0,,Los Angeles,5,Unit 1,SUN,6/22/2021 12:00:00 AM,0,-118.144511395,34.6974666880001
4381,S0829,Yellow Pine Solar II LLC (NV),0,NextEra Energy Resources LLC,Clark,65,Unit 1,SUN,6/4/2024 12:00:00 AM,0,-115.851159518,35.9809414640001
4382,S0830,Proxima Solar LLC,0,NextEra Energy Resources LLC,Stanislaus,190,Unit 1,SUN,6/11/2024 12:00:00 AM,0,-121.075153934,37.3913407920001
4383,S0831,Paulsell Solar (Crow Creek Solar),0,NextEra Energy Resources LLC,Stanislaus,20,Unit 1,SUN,8/1/2024 12:00:00 AM,0,-121.063996216,37.3842114120001
4384,E0320,Hyperion Treatment Plant CHP Plant,0,Hyperion Water Reclamation Plant,Los Angeles,33,"CTG 1, CTG 2, STG 1",OBG,4/1/2017 12:00:00 AM,0,-118.431051792,33.924144169
4385,W0489,New Mesa,0,Not Available,Riverside,33.6,WPRS 1,WND,6/19/2024 12:00:00 AM,0,-116.687281269,33.93134516
4386,S0140,Five Points Solar Station,0,Pacific Gas & Electric (PG&E),Fresno,15,Unit 1,SUN,10/24/2011 12:00:00 AM,0,-120.107507216,36.3950065870001
4387,S0563,Westside Solar LLC,0,Whitney Point Solar,Fresno,20,Unit 1,SUN,3/8/2017 12:00:00 AM,0,-120.136150994,36.3817484320001
4388,S0564,Whitney Point Solar LLC,0,Whitney Point Solar,Fresno,20,Unit 1,SUN,4/14/2017 12:00:00 AM,0,-120.136326598,36.3750812120001
4389,S9018,Warmer Packing LLC,0,Not Available,Kings,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.741843909,36.403326427
4390,S0517,Sequoia PV2,0,CD Arevon USA Inc.,Tulare,3,Hanford 1&2,SUN,8/29/2014 12:00:00 AM,0,-119.630804612,36.3064720150001
4391,S9033,Jackson Michael,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.60868408,36.471758907
4392,S9076,George Jackson,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.61294115,36.467041904
4393,S0222,RE North Face,0,"RE-VFO, LLC",Tulare,1,1,SUN,4/1/2009 12:00:00 AM,0,-119.40077663,36.3544619520001
4394,S0633,Visalia USD El Diamante HS,0,Tesla Inc.,Tulare,1.01,93210617-CA,SUN,5/25/2017 12:00:00 AM,0,-119.348656701,36.3059959500001
4395,S9038,Beret & Kees Jan De Jong,0,Not Available,Tulare,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.345838982,36.472249429
4396,E0101,MM Tulare Energy LLC,0,MM Tulare LLC,Tulare,1.8,Gen 1-2,LFG,5/1/1998 12:00:00 AM,0,-119.394495137,36.3884395200001
4397,G0288,Kaweah Delta District Hospital,0,Kaweah Delta Hospital,Tulare,3.5,1,NG,1/1/1984 12:00:00 AM,0,-119.296370142,36.3280164500001
4398,S0348,Ivanhoe Solar,0,Altus Power,Tulare,3.5,IS,SUN,1/17/2014 12:00:00 AM,0,-119.255181313,36.3873530660001
4399,S0516,Farmersville (Formerly Sequoia PV1),0,CD Arevon USA Inc.,Tulare,4.5,"Farmersville 1, Farmersville 2, Farmersville 3, Farmersville123, Tulare1&2",SUN,8/20/2014 12:00:00 AM,0,-119.213900818,36.318379355
4400,S0693,Tulare (Formerly Sequoia PV1),0,CD Arevon USA Inc.,Tulare,3,"Tulare 1, Tulare 2",SUN,1/1/2019 12:00:00 AM,0,-119.213239684,36.3185481740001
4401,H0262,Terminus Hydroelectric Project,0,Kaweah River Power Authority,Tulare,20,1,WAT,3/16/1990 12:00:00 AM,0,-119.006960262,36.4154376920001
4402,H0259,Kaweah 1,0,Southern California Edison (SCE),Tulare,1,1,WAT,5/1/1990 12:00:00 AM,0,-118.861923187,36.4652557900001
4403,H0260,Kaweah 2,0,Southern California Edison (SCE),Tulare,1.8,2,WAT,9/1/1929 12:00:00 AM,0,-118.879806337,36.461567535
4404,H0116,Cottonwood,0,Los Angeles Department of Water & Power (LADWP),Inyo,2.8,"Unit 1, Unit 2",WAT,11/1/1908 12:00:00 AM,0,-118.043554214,36.4434689930001
4405,S9028,CSU Monterey Bay - PV,0,Not Available,Monterey,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.789048226,36.6477504640001
4406,S9063,Community Hospital of Monterey Peninsula,0,Not Available,Monterey,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.913274262,36.57971873
4407,S9071,Salinas Valley Memorial Hospital,0,Not Available,Monterey,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.647127237,36.6594173770001
4408,S9040,Wines US Inc. Constellation,0,Not Available,Monterey,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.434017923,36.5033540410001
4409,E0255,Ameresco Johnson Canyon,0,Ameresco Inc,Monterey,1.42,Unit 1,LFG,11/23/2012 12:00:00 AM,0,-121.406131768,36.5331298070001
4410,W0457,Taylor Farms,0,See WPRS for details,Monterey,1,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-121.451576101,36.505216225
4411,S0635,Panoche Valley Solar,0,RWE Clean Energy,San Benito,140,Unit 1,SUN,12/29/2017 12:00:00 AM,0,-120.888185545,36.6312738190001
4412,G0905,Wellhead Power Panoche LLC,0,Wellhead Services Inc,Fresno,49.9,1,NG,12/14/2001 12:00:00 AM,0,-120.579798136,36.654101509
4413,G0908,Panoche - CalPeak Power,0,PIC Energy,Fresno,49.62,3,NG,12/27/2001 12:00:00 AM,0,-120.57837364,36.6535357700001
4414,G0997,Panoche Energy Center,0,Panoche Energy Center LLC,Fresno,400,"CT-1, CT-2, CT-3, CT-4",NG,7/1/2009 12:00:00 AM,1,-120.584337147,36.6512950530001
4415,G0998,Midway LLC - Starwood Power - CalPeak Power,0,CalPeak Power LLC,Fresno,120,"Unit 1, Unit 2",NG,5/5/2009 12:00:00 AM,1,-120.580712511,36.6530165140001
4416,S0588,Buford Giffen Solar,0,Not Available,Fresno,20,Unit 1,SUN,6/16/2017 12:00:00 AM,0,-120.339147058,36.5534762610001
4417,S0178,Giffen Solar Station,0,Pacific Gas & Electric (PG&E),Fresno,10,1,SUN,6/30/2012 12:00:00 AM,0,-120.313610438,36.5296086700001
4418,S0312,Adams East  LLC,0,Onward Energy,Fresno,19,1,SUN,12/1/2014 12:00:00 AM,0,-120.385045904,36.6155305620001
4419,S0526,Tranquillity LLC,0,Southern Power Company,Fresno,200,TRQS1,SUN,7/28/2016 12:00:00 AM,0,-120.400614487,36.5779859290001
4420,S0605,Giffen Solar Park LLC,0,Stellar Power Renewable LLC,Fresno,20,W5512,SUN,5/22/2017 12:00:00 AM,0,-120.345299617,36.5483346980001
4421,S0616,Aspiration Solar,0,S-Power (Sustainable Power Group),Fresno,9,Unit 1,SUN,9/13/2017 12:00:00 AM,0,-120.345451239,36.548366554
4422,S0653,Great Valley Solar Portfolio (Tranquillity 8),0,Great Valley Solar Portfolio Holdings LLC,Fresno,200,"Amarillo, Azul, Rojo, Verde",SUN,12/26/2017 12:00:00 AM,0,-120.383269626,36.578348127
4423,G0904,Fresno Cogeneration Partners  LP PKR,0,Wellhead Services Inc,Fresno,21.3,UNIT 3,NG,8/16/2001 12:00:00 AM,0,-120.099883466,36.6170139290001
4424,S0139,Stroud Solar Station,0,Pacific Gas & Electric (PG&E),Fresno,20,Unit 1,SUN,10/26/2011 12:00:00 AM,0,-120.123022103,36.523913646
4425,S0425,Fresno Solar South,0,Fresno Cogeneration,Fresno,1.5,Unit 1,SUN,10/1/2015 12:00:00 AM,0,-120.101740941,36.616061712
4426,S0426,Fresno Solar West,0,Fresno Cogeneration,Fresno,1.5,Unit 1,SUN,10/1/2015 12:00:00 AM,0,-120.104472915,36.6170036730001
4427,S0654,Summer Wheat,0,First Solar Electric (California) LLC,San Joaquin,18.5,Unit 1,SUN,12/10/2018 12:00:00 AM,0,-120.149463504,36.5255442980001
4428,G0384,Fresno Cogeneration Partners  LP,0,Wellhead Services Inc,Fresno,58.25,"UNIT 1, UNIT 2, UNIT 4",NG,12/1/1989 12:00:00 AM,0,-120.099418208,36.617087111
4429,S9012,Golden State Vintners,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.922119476,36.672102812
4430,S9085,Fowler Packing Company Inc.,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.752441316,36.613493061
4431,S9086,Fowler Packing Company Inc.,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.753949936,36.6134577290001
4432,S9034,Maxco Supply Inc.,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.523353703,36.6117348940001
4433,S9181,Kingsburg Solar (1 & 2),0,Altus Power,Fresno,3.7,"Unit 1, Unit 2",SUN,12/1/2013 12:00:00 AM,0,-119.571910513,36.546170837
4434,S9190,Pristine Sun Fund 10 Fresno PGE LLC_(2102_Christensen),0,Not Available,Fresno,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.573446175,36.6544402690001
4435,G0286,Kingsburg Cogeneration,0,"KES Kingsburg LP, c/o Southwest Generation",Fresno,34.5,"GEN 1, GEN 2",NG,12/1/1990 12:00:00 AM,0,-119.579776558,36.5395102350001
4436,S9320,ImModo California 1 LLC_(Alta 1),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.313767406,36.54122095
4437,S9321,ImModo California 1 LLC_(Alta 3),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.313767406,36.54122095
4438,S9322,ImModo California 1 LLC_(Alta 4),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.313767406,36.54122095
4439,S9323,ImModo California 1 LLC_(Alta 5),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.313767406,36.54122095
4440,S9324,ImModo California 1 LLC_(Alta 6),0,Not Available,Tulare,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.313767406,36.54122095
4441,S0302,Terzian,0,Pristine Sun LLC,Fresno,1.25,1,SUN,5/1/2014 12:00:00 AM,0,-119.415532971,36.668115227
4442,S9000,Ruiz Foods,0,Not Available,Tulare,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.398281255,36.5398599230001
4443,S9060,City of Dinuba,0,S-Power (Sustainable Power Group),Tulare,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.426103789,36.538392451
4444,E0033,Dinuba Energy (retired 7/9/2024),1,Community Renewable Energy Services Inc,Tulare,1,"1, DSPV",WDS,7/1/2003 12:00:00 AM,0,-119.418518321,36.5698019120001
4445,H0261,Kaweah 3,0,Southern California Edison (SCE),Tulare,4.8,1,WAT,5/1/1913 12:00:00 AM,0,-118.835427569,36.486051032
4446,S0621,Monterey Regional Water Pollution Control Agency,0,Tesla Inc.,Monterey,1.12,939009-CA,SUN,12/21/2010 12:00:00 AM,0,-121.768872255,36.7081838940001
4447,S9042,Pollution Control Monterey Reg'l Water,0,Not Available,Monterey,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.801017019,36.6933029950001
4448,E0055,Monterey Regional Water Pollution Control Cogen,0,Monterey One Water,Monterey,1.74,"Unit 1, Unit 2, Unit 3",LFG,1/1/1991 12:00:00 AM,0,-121.767837301,36.70631052
4449,E0135,Marina Landfill Gas (Monterey Regional Waste Management Dst),0,Monterey Regional Waste Mgmt Dist,Monterey,5.6,"G4, LL1, U1, U2, U3, U4",LFG,3/1/1997 12:00:00 AM,0,-121.76772172,36.7137784780001
4450,G0372,Moss Landing Power Plant,0,Duke Energy Renewables,Monterey,1080,"1-GT1, 1-GT2, 1-ST, 2-GT1, 2-GT2, 2-ST, 6, 7",NG,12/10/1967 12:00:00 AM,1,-121.782698344,36.804715286
4451,G0589,Sunnyside Cogeneration Partners LP (Retired December 2008),1,Ridgewood Power Management LLC,Monterey,0,Gen 1-5,NG,5/1/1991 12:00:00 AM,0,-121.674815946,36.7364789860001
4452,E0144,Salinas - Closed August 2009,1,Pacific Recovery Corp,Monterey,0,1,LFG,12/1/1986 12:00:00 AM,0,-121.615593804,36.801812872
4453,S0304,San Benito Smart Park,0,Bay4 Energy Services LLC,San Benito,2,1,SUN,5/31/2014 12:00:00 AM,0,-121.404176735,36.832903576
4454,S0387,Enerparc CA1 LLC,0,"RC Energy Hollister, LLC",San Benito,1.5,Unit 1,SUN,6/16/2014 12:00:00 AM,0,-121.403848454,36.8313007190001
4455,S0428,Hollister Solar,0,Hollister Solar LLC,San Benito,1.5,Unit 1,SUN,4/1/2015 12:00:00 AM,0,-121.429022177,36.863313525
4456,S9061,City of Hollister,0,Not Available,San Benito,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.445915077,36.8571762650001
4457,S0341,North Star Solar,0,Southern Power Company,Fresno,61.6,NSS1,SUN,6/19/2015 12:00:00 AM,0,-120.417627804,36.7302432220001
4458,S0423,Citizen Solar B,0,S-Power (Sustainable Power Group),Fresno,5,Unit 1,SUN,11/24/2015 12:00:00 AM,0,-120.429779789,36.721892585
4459,S0121,CalRENEW-1,0,Meridian Energy USA Inc,Fresno,5,CR1,SUN,4/9/2010 12:00:00 AM,0,-120.365876923,36.760473635
4460,E0050,Madera Power (retired 11/12/2024),1,Madera Power LLC,Madera,0,1,WDS,6/1/2001 12:00:00 AM,0,-120.33901223,36.8615065000001
4461,E0052,Covanta Mendota LP,0,Clean Energy Systems,Fresno,53,"1, Main",OGW,7/1/1989 12:00:00 AM,0,-120.365369049,36.7558187010001
4462,S0703,Little Bear Solar 1,0,Longroad Energy,Fresno,40,Unit 1,SUN,12/16/2020 12:00:00 AM,0,-120.399442319,36.7171775520001
4463,S0704,Little Bear Solar 3,0,Longroad Energy,Fresno,20,Unit 1,SUN,12/14/2020 12:00:00 AM,0,-120.392966413,36.7165478490001
4464,S0705,Little Bear Solar 4,0,Longroad Energy,Fresno,50,Unit 1,SUN,12/14/2020 12:00:00 AM,0,-120.410069442,36.7172449670001
4465,S0706,Little Bear Solar 5,0,Longroad Energy,Fresno,50,Unit 1,SUN,12/16/2020 12:00:00 AM,0,-120.400031419,36.7115221130001
4466,S0179,La Joya Del Sol,0,X-Elio North America Inc.,Fresno,1.5,1,SUN,10/31/2012 12:00:00 AM,0,-119.797523132,36.678533922
4467,S0658,Clovis USD High School,0,Tesla Inc.,Fresno,1.01,Unit 1,SUN,6/14/2018 12:00:00 AM,0,-119.680396706,36.8162553500001
4468,S9014,Grundfos Pumps,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.688356081,36.7764350240001
4469,S9020,The Gap Inc,0,MN8 Energy,Fresno,2.42,1,SUN,1/1/2012 12:00:00 AM,0,-119.713208662,36.7837356950001
4470,S9026,CA State University Fresno,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.741644964,36.810157578
4471,S9056,E&J Gallo Winery,0,Not Available,Fresno,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.697855075,36.763876898
4472,S9126,Olam West Coast,0,Not Available,Fresno,1.4,1,SUN,1/1/2012 12:00:00 AM,0,-119.846220229,36.83863512
4473,S9143,Wawona Frozen Foods / Alluvial Project,0,Not Available,Fresno,2.2,1,SUN,1/1/2012 12:00:00 AM,0,-119.71163958,36.839120361
4474,S9144,Wawona Frozen Foods / Cedar Project,0,Not Available,Fresno,2.2,1,SUN,1/1/2012 12:00:00 AM,0,-119.753419059,36.7155983910001
4475,S9145,City of Fresno - Fresno Yosemite Airport,0,Not Available,Fresno,2.3,1,SUN,1/1/2012 12:00:00 AM,0,-119.710064689,36.7676541010001
4476,E0098,Rio Bravo Fresno,0,IHI Power Services Corp,Fresno,24.3,Unit 1,WDS,7/1/1988 12:00:00 AM,0,-119.723099728,36.6888339540001
4477,G0220,Malaga Peaking Plant,0,CalPeak Power LLC,Fresno,98,"1, 2",NG,6/1/2005 12:00:00 AM,0,-119.740412311,36.6898395000001
4478,G0518,Saint Agnes Medical Center,0,Saint Agnes Medical Center,Fresno,10.5,"1, 1&2",NG,4/1/2001 12:00:00 AM,0,-119.76683909,36.834403234
4479,S0632,Sanger USD Sanger High School,0,Tesla Inc.,Fresno,1.07,9366485-CA,SUN,1/27/2017 12:00:00 AM,0,-119.576875626,36.7001275850001
4480,S0659,Clovis USD East High School,0,Tesla Inc.,Fresno,1.01,Unit 1,SUN,4/15/2018 12:00:00 AM,0,-119.637783894,36.7986268240001
4481,G0536,Algonquin Power Sanger LLC,0,Clearlight Energy,Fresno,39.8,"GTG, STG",NG,11/1/1990 12:00:00 AM,0,-119.553094872,36.6841855440001
4482,H0387,Pine Flat,0,Kings River Conservation District,Fresno,165,"Unit 1, Unit 2, Unit 3",WAT,1/1/1984 12:00:00 AM,0,-119.327373636,36.83250995
4483,S9124,City of Santa Cruz Wastewater Treatment Plant,0,Not Available,Santa Cruz,1.3,1,SUN,1/1/2012 12:00:00 AM,0,-122.030806092,36.9617336860001
4484,E0132,Santa Cruz Energy LLC,0,OPAL Fuels,Santa Cruz,1.6,GEN 1,LFG,11/21/2009 12:00:00 AM,0,-122.105546446,36.9736028400001
4485,G0541,UC Santa Cruz Cogeneration,0,University of Cali Santa Cruz,Santa Cruz,6.4,"Fackler, PE, Unit 1, Solar",NG,7/1/1985 12:00:00 AM,0,-122.061664664,36.998929445
4486,G0661,Watsonville - (Non-Operational May 2011),1,Calpine Corporation - West Region,Santa Cruz,0,"WV1JT1, WV1ST1",NG,5/1/1990 12:00:00 AM,0,-121.768679126,36.911320055
4487,E0214,Ameresco Santa Cruz Energy,0,Ameresco Inc,Santa Cruz,3.18,"Unit 1, Unit 2, Unit 3",LFG,2/2/2006 12:00:00 AM,0,-121.811428766,36.9145038290001
4488,S9111,Indalex West Inc.  ABANDONED,1,Not Available,Santa Cruz,0,1,SUN,1/1/2012 12:00:00 AM,0,-121.778005087,36.895641831
4489,G0229,Gilroy Cogen Plant,0,Calpine Corporation - West Region,Santa Clara,123.4,"GI1CT1, GI1ST1",NG,3/1/1988 12:00:00 AM,1,-121.536666902,37.0001664160001
4490,G0822,Gilroy Peaker,0,Calpine Corporation - West Region,Santa Clara,141.9,"GI2JT1, GI2JT2, GI2JT3",NG,2/1/2002 12:00:00 AM,1,-121.536181384,36.9991507290001
4491,W0354,International Turbine Research Inc.,0,International Turbine Research,Merced,18.43,WPRS 1,WND,6/14/1988 12:00:00 AM,0,-121.180719691,37.051787394
4492,S0691,Wright Solar,0,Stellar Power Renewable LLC,Merced,200,W8785,SUN,1/3/2020 12:00:00 AM,0,-121.090244594,36.9745403900001
4493,S0337,Vega Solar,0,Longroad Energy,Merced,20,1,SUN,3/24/2015 12:00:00 AM,0,-120.805777882,36.928462316
4494,S9046,Almond Process Parreira,0,Not Available,Merced,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.870989705,36.979871003
4495,S0586,CED Oro Loma 1 & 2,0,RWE Clean Energy,Fresno,20,Unit 1,SUN,1/26/2017 12:00:00 AM,0,-120.669510307,36.878518141
4496,S9048,City of Madera,0,Not Available,Madera,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.156731307,36.940759364
4497,S9059,Madera Community Hospital,0,Not Available,Madera,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.046193705,36.941373506
4498,H0198,Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K),0,Friant Power Authority,Madera,30.57,"FR1, M1, RO1",WAT,1/1/1986 12:00:00 AM,0,-119.7034413,36.9976864180001
4499,H0626,Quinten Luallen,0,Friant Power Authority,Madera,7.38,RO2,WAT,5/23/2017 12:00:00 AM,0,-119.707089745,37.002468521
4500,H0272,Kings River,0,Pacific Gas & Electric (PG&E),Fresno,52,Unit 597,WAT,3/7/1962 12:00:00 AM,0,-119.158747073,36.8881288000001
4501,H0019,Balch #1,0,Pacific Gas & Electric (PG&E),Fresno,34,Unit 587,WAT,2/20/1927 12:00:00 AM,0,-119.087798432,36.9090862260001
4502,H0020,Balch #2,0,Pacific Gas & Electric (PG&E),Fresno,108,"Unit 588, Unit 589",WAT,11/26/1958 12:00:00 AM,0,-119.087557536,36.9088850110001
4503,H0215,Haas,0,Pacific Gas & Electric (PG&E),Fresno,144,"Unit 591, Unit 592",WAT,12/23/1958 12:00:00 AM,0,-119.02015902,36.9274354840001
4504,H0229,Helms (Pumped Storage),0,Pacific Gas & Electric (PG&E),Fresno,1212,"Unit 936, Unit 937, Unit 938",WAT,6/30/1984 12:00:00 AM,0,-118.968287952,37.02934334
4505,H0142,Division Creek,0,Los Angeles Department of Water & Power (LADWP),Inyo,0.65,1,WAT,3/1/1909 12:00:00 AM,0,-118.282603507,36.939507297
